NH,Somfy 2 Channel White Remote,"=IF('Job Sheet'!R11=""Somfy 2 Channel White Remote"",1,"""")"
NI,Somfy 2 Channel Silver Remote,"=IF('Job Sheet'!R11=""Somfy 2 Channel Silver Remote"",1,"""")"
NJ,Somfy 5 Channel White Remote,"=IF('Job Sheet'!R11=""Somfy 5 Channel White Remote"",1,"""")"
NK,Somfy 5 Channel Silver Remote,"=IF('Job Sheet'!R11=""Somfy 5 Channel Silver Remote"",1,"""")"
NL,Somfy 15 Channel White Remote,"=IF('Job Sheet'!R11=""Somfy 15 Channel White Remote"",1,"""")"
NM,Somfy 15 Channel Black Remote,"=IF('Job Sheet'!R11=""Somfy 15 Channel Black Remote"",1,"""")"
NN,Somfy Single Channel Wall Mounted Smoove Remote White,"=IF(OR('Job Sheet'!R11=""Somfy Single Channel Wall Mounted Smoove Remote White"",'Job Sheet'!R11=""Somfy Single Channel Wall Mounted Smoove Remote White with Black Cover Plate"",'Job Sheet'!R11=""Somfy Single Channel Wall Mounted Smoove Remote White with Silver Cover Plate""),1,"""")"
NO,Somfy 2 Channel Wall Mounted Smoove Remote White,"=IF(OR('Job Sheet'!R11=""Somfy 2 Channel Wall Mounted Smoove Remote White"",'Job Sheet'!R11=""Somfy 2 Channel Wall Mounted Smoove Remote White with Black Cover Plate"",'Job Sheet'!R11=""Somfy 2 Channel Wall Mounted Smoove Remote White with Silver Cover Plate""),1,"""")"
NP,Somfy 5 Channel Wall Mounted Smoove Remote White,"=IF(OR('Job Sheet'!R11=""Somfy 5 Channel Wall Mounted Smoove Remote White"",'Job Sheet'!R11=""Somfy 5 Channel Wall Mounted Smoove Remote White with Black Cover Plate"",'Job Sheet'!R11=""Somfy 5 Channel Wall Mounted Smoove Remote White with Silver Cover Plate""),1,"""")"
NQ,Somfy Wall Mounted Smoove Remote Cover Plate Black,"=IF(OR('Job Sheet'!R11=""Somfy Single Channel Wall Mounted Smoove Remote White with Black Cover Plate"",'Job Sheet'!R11=""Somfy 2 Channel Wall Mounted Smoove Remote White with Black Cover Plate"",'Job Sheet'!R11=""Somfy 5 Channel Wall Mounted Smoove Remote White with Black Cover Plate""),1,"""")"
NR,Somfy Wall Mounted Smoove Remote Cover Plate Silver,"=IF(OR('Job Sheet'!R11=""Somfy Single Channel Wall Mounted Smoove Remote White with Silver Cover Plate"",'Job Sheet'!R11=""Somfy 2 Channel Wall Mounted Smoove Remote White with Silver Cover Plate"",'Job Sheet'!R11=""Somfy 5 Channel Wall Mounted Smoove Remote White with Silver Cover Plate""),1,"""")"
NS,Somfy 12v Charger,"=IF(Bagging!I11=""Charging Cable"",1,"""")"
NT,Somfy Connexoon App Connector,"=IF('Job Sheet'!N11=""Connexoon App Connector"",1,"""")"
NU,Becker Single Channel White Remote,"=IF('Job Sheet'!R11=""Becker Single Channel White Remote"",1,"""")"
NV,Becker Single Channel Black Remote,"=IF('Job Sheet'!R11=""Becker Single Channel Black Remote"",1,"""")"
NW,Becker 5 Channel White Remote,"=IF('Job Sheet'!R11=""Becker 5 Channel White Remote"",1,"""")"
NX,Becker 5 Channel Black Remote,"=IF('Job Sheet'!R11=""Becker 5 Channel Black Remote"",1,"""")"
NY,Becker 10 Channel White Remote,"=IF('Job Sheet'!R11=""Becker 10 Channel White Remote"",1,"""")"
NZ,Becker 10 Channel Black Remote,"=IF('Job Sheet'!R11=""Becker 10 Channel Black Remote"",1,"""")"
OA,Becker Wall Mounted Single Channel White Remote,"=IF('Job Sheet'!R11=""Becker Wall Mounted Single Channel White Remote"",1,"""")"
OB,Becker Wall Mounted 5 Channel White Remote,"=IF('Job Sheet'!R11=""Becker Wall Mounted 5 Channel White Remote"",1,"""")"
OC,Wall Switch,"=IF('Job Sheet'!R11=""Wall Switch"",1,"""")"
OD,CF90 Cassette Sqaure Cover Set - White,"=IF(AL5="""","""",1)"
OE,CF90 Cassette Sqaure Cover Set -  Black,"=IF(AM5="""","""",1)"
OF,CF90 Cassette Sqaure Cover Set - Cream,"=IF(AN5="""","""",1)"
OG,CF90 Cassette Sqaure Cover Set -  Anodised Silver,"=IF(AO5="""","""",1)"
OH,CF90 Cassette Round Cover Set - White,"=IF(AP5="""","""",1)"
OI,CF90 Cassette Round Cover Set - Black,"=IF(AQ5="""","""",1)"
OJ,CF90 Cassette Round Cover Set - Cream,"=IF(AR5="""","""",1)"
OK,CF90 Cassette Round Cover Set -  Anodised Silver,"=IF(AS5="""","""",1)"
OL,CF90  Cassette End Plate Set,"=IF(SUM(OD5:OK5)=0,"""",SUM(OD5:OK5))"
OM,Square Cassette Chain Guide - Left,"=IF(AND(OR('Tube Cutting'!J11=""Square Cassette"",'Tube Cutting'!J11=""Square Cassette with Side Channels"",'Tube Cutting'!J11=""Square Cassette with Side & Bottom Channels""),'Job Sheet'!L11=""Chain Winder"",'Job Sheet'!M11=""Left""),1,"""")"
ON,Square Cassette Chain Guide - Right,"=IF(AND(OR('Tube Cutting'!J11=""Square Cassette"",'Tube Cutting'!J11=""Square Cassette with Side Channels"",'Tube Cutting'!J11=""Square Cassette with Side & Bottom Channels""),'Job Sheet'!L11=""Chain Winder"",'Job Sheet'!M11=""Right""),1,"""")"
OO,Round Cassette Chain Guide - Left,"=IF(AND(OR('Tube Cutting'!J11=""Round Cassette"",'Tube Cutting'!J11=""Round Cassette with Side Channels"",'Tube Cutting'!J11=""Round Cassette with Side & Bottom Channels""),'Job Sheet'!L11=""Chain Winder"",'Job Sheet'!M11=""Left""),1,"""")"
OP,Round Cassette Chain Guide - Right,"=IF(AND(OR('Tube Cutting'!J11=""Round Cassette"",'Tube Cutting'!J11=""Round Cassette with Side Channels"",'Tube Cutting'!J11=""Round Cassette with Side & Bottom Channels""),'Job Sheet'!L11=""Chain Winder"",'Job Sheet'!M11=""Right""),1,"""")"
OQ,Bottom Rail Brsuh,"=IF('Tube Cutting'!E11=""D30 Bottom Rail with Noise Reducing Strip & Fluffy Strip"",'Tube Cutting'!D11,"""")"
OR,CF90  Cassette Side Guide Ears,=Pelmets!L11
OS,CF90  Cassette Side Guide Locks,=Pelmets!M11
OT,Cassette Side Guide Funnel White,"=IF(AT5="""","""",2)"
OU,Cassette Side Guide Funnel Black,"=IF(AU5="""","""",2)"
OV,Cassette Side Guide Funnel Cream,"=IF(AV5="""","""",2)"
OW,Cassette Side Guide Funnel Anodised Silver,"=IF(AW5="""","""",2)"
OX,Cassette Side Guide Bottom Cap White,"=IF(AT5="""","""",2)"
OY,Cassette Side Guide Bottom Cap Black,"=IF(AU5="""","""",2)"
OZ,Cassette Side Guide Bottom Cap Cream,"=IF(AV5="""","""",2)"
PA,Cassette Side Guide Bottom Cap Black,"=IF(AW5="""","""",2)"
PB,Valance Reveal Bracket,"=IF(AND('Job Sheet'!J11=""Reveal"",OR('Tube Cutting'!J11=""Aluminium Valance"",'Tube Cutting'!J11=""Aluminium Valance - Fabric Covered"")),VLOOKUP('Job Sheet'!G11,PelmetBrackets,2,TRUE),"""")"
PC,Valance Centre Join Bracket,"=IF(Pelmets!F11=""1 x Valance Centre Join Bracket"",1,"""")"
PD,Valance End Caps Black,"=IF(AND(Pelmets!H11=""Black"",(OR('Tube Cutting'!J11=""Aluminium Valance"",'Tube Cutting'!J11=""Aluminium Valance - Fabric Covered""))),1,"""")"
PE,Valance End Caps White,"=IF(AND(Pelmets!H11=""White"",(OR('Tube Cutting'!J11=""Aluminium Valance"",'Tube Cutting'!J11=""Aluminium Valance - Fabric Covered""))),1,"""")"
PF,Valance End Caps Cream,"=IF(AND(Pelmets!H11=""Cream"",(OR('Tube Cutting'!J11=""Aluminium Valance"",'Tube Cutting'!J11=""Aluminium Valance - Fabric Covered""))),1,"""")"
PG,Valance End Caps Grey,"=IF(AND(Pelmets!H11=""Grey"",(OR('Tube Cutting'!J11=""Aluminium Valance"",'Tube Cutting'!J11=""Aluminium Valance - Fabric Covered""))),1,"""")"
PH,Valance Round Rubber Spline,"=IF('Job Sheet'!AA11=""Aluminium Valance - Fabric Covered"",AY5,"""")"
PI,Pelmet 95 End Caps Grey,"=IF(AD5="""","""",1)"
PJ,Pelmet 95 End Caps White,"=IF(AE5="""","""",1)"
PK,Pelmet 95 End Caps Black,"=IF(AF5="""","""",1)"
PL,Pelmet 95 End Caps Cream,"=IF(AG5="""","""",1)"
PM,Pelmet 95 Brackets,"=IF('Tube Cutting'!J11=""Aluminium Pelmet"",Pelmets!F11,"""")"
PN,Mounting Rail Brackets,"=IF('Job Sheet'!AA11=""Mounting Rail"",VLOOKUP('Job Sheet'!G11,PelmetBrackets,2,TRUE),"""")"
PO,Mounting Rail Bracket Screws,"=IF('Job Sheet'!AA11=""Mounting Rail"",4,"""")"
PP,Box 120 End Plate Set,"=IF('Tube Cutting'!J11=""Zipscreen Hooding"",1,"""")"
PQ,Box 120 End Plate Cover Set - White,"=IF(AND(PP5=1,'Job Sheet'!AB11=""White""),1,"""")"
PR,Box 120 End Plate Cover Set - Black,"=IF(AND(PP5=1,'Job Sheet'!AB11=""Black""),1,"""")"
PS,Box 120 End Plate Cover Set - Grey,"=IF(AND(PP5=1,'Job Sheet'!AB11=""Grey""),1,"""")"
PT,Box 120 Chain Winder Adaptor,"=IF(AND(PP5=1,'Job Sheet'!L11=""Chain Winder"",'Job Sheet'!AV11=""60mm""),1,"""")"
PU,Box 120 Chain Guide - White,"=IF(AND(PT5=1,PQ5=1),1,"""")"
PV,Box 120 Chain Guide - Black,"=IF(AND(PT5=1,PR5=1),1,"""")"
PW,Box 120 Chain Guide - Grey,"=IF(AND(PT5=1,PS5=1),1,"""")"
